business_id,total_review_count
_mdDAxk-O96OP35XdEfUTA,2
iNEszbaeulVpigxJNRayOg,27
Jn4tRtjIuz6MBCykQySpeg,3
RCDu4pdG569Vx3-xI4ygKQ,7
RRp6zcDr96_cpifann_6sQ,3
u0Bt7uvvj7LAjAdiMtrhug,18
cquDeQN7gzg72tcI4hi9Rg,2
GV50rl_ahHaZCuTCd4o1Cg,10
pgri9CUZXGy9hi6UMMQR6A,7
R3T_74k4uj2R6chmCruY1Q,2
Bx_v-qJw7QgcTpf_iKNNCw,2
j8feOxyJqlIJWOi8su2qzw,12
Rw2Aw3vyj09BLyKfz-V8fw,4
lR_ka9JYYUpL3se5WnLs1w,2
fX57gus0k0WY92W8r-Mlwg,17
sXSUzImYOcRRI3xtG2M85g,5
MGaeVgdIhDUFHSrDpv8hIw,2
FknpD7tLt59-6ozV3Pk2Vg,8
Mdj5GGI5Zu1ETkNFnojDZQ,3
sW2_khTBl1ugiCz8jRr9qw,2
p_0trdZEvjyI6Le1NUvQrQ,4
FQ60J2xokDipmenBDgWjjg,2
WuU-4TlDQrpT-LzW_SVuzQ,4
_nwFy_M5EaGmEUrurpb3UA,2
Vm9M42DWtiNAmQfuZgjvag,2
UvGiBbey4LfRNLDDyJ1MTA,5
6IwF2rpoaiR_W6DzOvuceA,28
bDwAOwlB-HkOqvSfHumfng,2
u9modXzD6V2Gbpq0YS9W6Q,3
KqUinf0QEeiZdxko2dFEsA,2
Z0VmjWiD6t-n1_YBsYVFCQ,6
29Mm3hQIzlqjHBvyMxA8rA,3
egDsfkn6ZYrYRnlGe4I94g,6
RQAF6a0akMiot5lZZnMNNw,39
Hp1nkc3c3Q7_8oKXFn0vbw,16
d5G3dpdyO60CYHukoM-_FQ,2
PIZGQ_fWzfSxZ4Be3xveGQ,2
ZfVE14oObX2_xcmHZSqXBQ,5
K7vvEwRd6Y8gRftjeuASuQ,8
I8IPPZvEPdb_xG0nGIMyjA,5
2Z4UlKeHAKmxHqbyhj4a_w,8
Z1YH3dvDwdM6_isWY4jtrQ,2
8wkPLsDbGU3GcW8CoD-4aA,3
qGEcvCAdOGqaHMCg5izq2w,2
lm9-2BvmlV4mbThIV5XOug,2
zTZTx7_vhdvGk8bBe3vd3w,3
o3X9fjmFXk0chl7PcXv5uQ,12
YedKs_jpocLcOHCzcRJ7cQ,2
34RXMYBw5jx_eGVlotlkrA,2
myksqxf1k8Z_3KA_7vzn3Q,9
_umVyfHrU42z4Mak-ixCmA,4
VeodynTzM0rC2OhkEDoQdg,3
5XsC0tB8chKjTIW7mU6TnQ,2
JEHTItW2YHJ4-2iXTQx1Dw,2
RqW9S4WG9UYZHKhHRHXJZg,14
GUgIOkipkxvabF5jQCctVQ,4
v-yojJ8k9bjef6AxMMLT_A,2
AGZlpvY8u_WcmznFv0rlTA,3
NptSlw3aDVtu-qtXcti7aA,12
hz_zPpBrGPuypuIptEmMeA,5
BH5hFvB3ZIzaGl0KXWzQaw,10
T9nNz9-3mfNga0T0Nfzvsw,3
txPUYtq4vQFBJIec22AaFQ,3
5aylC28sgOxLa1OLF0BIRg,9
3Ce8r1K1O-2JKSMXdXID-w,4
LJU41_sZtDMNXSCBvmXAlQ,2
10Ir9qoqfw4BVP6nukA_KA,3
h0wHeh0hTt6Us4W-1SHQOw,7
uXuBxavZYWkkCnXmrzyINQ,3
SL5NMonPpul4mz9_YCgC4w,4
YPLfRswyryjjW3VJa-SdaA,5
zkUHHsE-ktfrNlhL6CXalQ,3
derKTThMWqGXsl2ZFVv5Lg,5
v05WObwp1szM560HLKWGcw,2
1EjhKjQWQ2RsrAyvptNGIg,3
rcD0_uJvzc8Rtbt49rvHeA,3
ye68n6oab26KgEIPoFggBQ,4
mGvrybwAiigeSAn-sTNlCQ,2
0LBWe0PB3rimYdcRKJCRdQ,4
fzDhTUWuJhSKivYwRcj0EA,3
zW9SvZUN6hKLJXPRnoxwzA,5
WhxxoXuBOKEUYxph08mscg,2
7jxUHRnDtRCf7lSUsfW_Jg,3
aTHqsBXlXNeyGbEbSTTGFQ,2
C2JtfhOZ3PPzIS9V5arQ2A,5
XRZaQ9-jEJobDnFzFbHheQ,7
KbhKbjG7fVM2vTtO3qbe0w,8
xzlVHvczS-SMdrniZg-jzw,3
dKuyGAWF7ghBLbZAZIBC3Q,3
PHSda9zEwtFicCICD6TP1A,10
eAzeb04i354i6VZFI4bJRQ,3
Ma63jBFq7j2EvpaNBzBP-A,2
jnSKRJkNs1F5a2wWDem6xg,5
kxKai8GE5oDMPevV7oxvbA,8
JnJzamlUgYY37uzf5Nav9A,6
7zVlXkudkfhE9oZjtp_1IA,4
99dN-202N0EzRqdaOA_eRQ,6
a8CrdVtlfa3JDoC_ADW8dA,5
5FrKBCTmM__E3OS5AEwQdQ,4
D2l_9sZSGx14HM4MN3IhhQ,2
UU9jmX08ZRU9DLI36wsKnA,2
IzMWQq_snLVnB7JiXuflRw,3
BXqCw4xZwDNJJ-r5T-G6rA,3
RafsOHGD8SO_xc5Zljgbdg,2
sgasyFue5oG20RDJ8yAkaQ,3
gtuoRlBPqoTIEPrcfbIP-g,3
Z-7ty9VxHeDsO3KbP2NnLg,2
_F0la_3emyppzXUQr8cFmw,2
uYMVRPYEqpmVXWN2xOs5KQ,11
t3PkHzVTvPA8qRxKe9TIkQ,5
u5ut1O3T5m22ly6EATA6mQ,3
0w5CGasMnBI0R9tW7xxhAw,6
m8oP_0XLWh6YaLDGPGiaKg,4
Cvwlorm2j54svbtw7zQjjA,2
3RJbZk_yDY7D62Xt9t88IA,3
VqmbGJ6BY530hOlVcLjvqg,4
osomcHxvrAGlXoDvlb9G_g,5
r3pPMlv9uNML46kYhgz1tQ,5
knP_Le69wM8xv40B99ztCQ,4
t7ne_sGR3weuuzaPzxk6kg,3
B1OjiK9Bx5t_mIm9I6mZ-Q,11
JyNpbNWtGbYzNlhbwE8ngA,4
-7wXZWnKe26iwJY_5z_AAw,2
UnQriKTiNsYnyPE3Rt8lTQ,14
st4FJPW3CZfHctKSYtjckA,2
aTBBfJKm8WnHvs0v_62Hmw,16
LEIcpZu3ywtXyQUwaRL4aQ,9
vKmq69OKCTW83LRDIbTsaw,5
hwK5v_44MC9YDx2Yr9PTdQ,7
BZe24ECPAxbNfBjQzG8G7w,4
ey2F1-Vh60vczNAk0kEnFQ,5
jZ2aeMkMMAquRGRRg4Gv2g,3
fBc5T97oE9Dd-DvG04FHKA,2
dDMJ-H6e_RvoxwoXai79Rw,3
jKdEQM7W4iQFesQKz62DUw,3
xvgNB1eqquyuxghWG7cUjw,2
dKPXqfCJxsZHSRj1tbdhVg,3
ImDiJvfok1nvW3ZQB_foFw,2
qX3jPR8WmkBNHHE7mj5WKQ,3
6Gx45ltNNZvjzVBO6ZgVOg,3
XizJ8cE3ciU0SeLSTlJb2g,2
YXaCcpETNtxrNNK6TbUTlw,10
Tw0FelkAbWk-iitGQELzug,2
1Ly-Njk6U0kEq3TFnCgeWw,4
tsEDphhlbFSGx8dnS_Ad8g,2
o7_5qYZan3jo9jtDUoHRsw,2
iJJdgwK4wrX8-PjKZzOEvQ,2
9jrRpsMk6kTjQn9_KTrz1Q,2
DxzL49yhgQ2CxZvmcXV_YA,5
H0eXuemfOAG3QMstAJ_cMQ,7
rpicf3CgZwaYcogfvMp6jw,3
X5pLH_HQG0ckmsqkjDxEHA,16
p76UGLhyXLxUZij1MUsFBA,41
OIGWeqqmbLUkbs2GmJSuvA,2
pqHCY2NE8_aVl0EsDRbUtg,3
I0ueofqd_oBxaHWKSjCpMQ,2
-SS3ep20HKhuOhzDkkt9aA,3
MYYSBC0lcDQ6wDz6Pg7xWQ,7
uwVsjotoIE21G78LKwLXDA,4
WftO0PbmpAAcRYvwjo0_Ug,3
RtBEhxq6_W-dtwPym5ZtZw,2
15BlJKQfD-SLJTebWa14EQ,8
qnprJxrjwuEivitA8V2aEQ,18
djk2XhoNrSIXZNdNIgcJnA,3
Eg9InViFO0EYOP40Im8Hpw,2
ztL7Y-yvUuZZhFvYITBNkA,3
dq1SaBM4b7GZ6w2d2OmH_A,7
3mDahQDhiBQMYZrFEegNXQ,2
iurf86L-nRrXNOTV4rfPjg,2
61denhyyLqB_WB7HF99y2Q,4
AwmsqV6rXxBf8ycphKzQnA,6
1VK4DvxSpVcQqUizv33mcw,2
NOSxPZtl8dElAveDgMRsbA,2
2tAi411srrpmMofeAKdACw,3
JkQz12i_Eubd_xQdLLkDxQ,5
9zlIJ7Q5W4AENjpGgaNSsQ,10
VAwdrWXHoM-B762P3Z-39A,2
06pNHtxgPhGhZpM0Z2uzNw,5
Nxa362GcR1WWK2og8uJ_sQ,12
sKkIIJHAFev0a28vboj60g,5
mdMsb1OrUc8onJNr9Zk7hQ,2
oyJ3gXNkV0DO0YxcaTgtTg,4
3-JrimUGgzBVCR4bex_89g,3
jKEZv7ID6c5oDPIE30BS4A,3
yI-ahfduU45_bZa3ZgEx4w,7
3EUsW5xcLI4qoVWyfEzYVg,4
lLDB5H7_Uqpc9hUd_A3Xaw,4
UNkOa6syMXonsoTErl2BIg,8
S7tZmvSqrpH18cDE_fwVgA,2
UcJbErL_KZbzKzxddiaIwQ,4
WsYf3_6_GaOX1K1CXtAKag,6
bJvn95qeKCYsPs3Y5lfqsg,2
zNBtF87cr_uzqloqWdO34g,18
uzHR9nIc9Es2dLpKDPXRZA,9
WY_dcOTyRA-AgksCXiuYJA,6
5vzKjTIICELUoQsLhl_MeA,3
D-ozUbm8Fc4WZZZiOiv5Bg,3
hHcaJKpat8qps4csItEnqw,3
4uzuz9ISwqDOsjiqaA50MQ,7
H-hmY9T6Wv2vV3OTW9Apsg,3
aQFQIlyHasaTz5DtjV57nQ,21
fFbRLJVbT8DnEbm9sjDuCQ,7
Jcm-2RZWIcF0E4V6kekBsQ,14
TxDWECm9PbIboftdEoPeTQ,3
iCVrRHR_Yxr6mHCpObnE1g,2
Mbq9NAkkTxhLmvWXBAPFeg,4
3WX24d4v-R1OK4xqrcVL7g,2
PaOQ4ieONogGIpxYSa4NVg,11
vYKqwc89YskMxQ-Fho40Pg,2
3iSRhLUZfZSlLaQw-BzloQ,7
ACTZLHIiEZRNhmnnckRHTA,2
_ehSDMpnQ67RR0Yy0yv_3A,4
Wplf7hxKddAw2vYD4sSTYw,5
FEINwhHfUBkDBgMr_S7OGw,3
H-S-V_xyaNmxRNQ50IdIBg,2
niV3iDWcxuKFOJr3qWp9pQ,2
Bi_kjzDgcNB9yobFM_QC4A,2
D3D9l4q23WSgDKN-091JNg,5
-K1tIJOQ9bjNCelVN7aWxQ,4
4ykhWI_bbzMg2ZXKxxSeGg,4
qibDo7L7chTUKMMaMsXKzg,10
inpHHalmEPkTMBg9yOWfLg,10
Pb2NJY44_R90Eum-qMBDGA,12
s1nZl3uvIipE3-CmffyvEg,5
c4xAYwO_s8HEmOfCLVAhCA,3
IkQCv8yqdzD_VndrOd2p_w,10
NB5XTBuLVCn7c9Lu5SUqKg,24
dclL14pr7OojCOKJ_ZbMbQ,6
63wsqoXuGgehnuGrTW4y7g,6
B-XsICEjA_FtZFyUlNhKCg,2
3OO7ZAQa2sqUo2rzO3UanA,8
shtNOsRUiZtTa36RNzI32A,6
dS6YwOhkFzcb28SeMtG3LQ,6
vwAhm3pRjCEz_jNXr9vMaA,2
q9HeBXQBnXgThOa9DPIhAw,4
Sa4XawsvhELaeL6-5-pGKg,2
kbS-2VzNI6ulsmQg0szIWQ,37
DPtdBtLp6ng9cAB9_rzB6g,10
ppWw8pfPA8X5iqZHE7IHUw,4
2N97axWHko3rzyzOGCxxBA,4
d2HazI4L_0T_4PJq1KiZUA,7
3WC9HidyqFisiDxP1dcFCA,5
wBLx-iKgm4Jsfj3hwqldnw,2
njPa5t7R4vtkCA2JlQY59Q,2
kLqLi4dHEqYpuqUAX_7QLA,4
8xuhKP08513N2W32JOMW4Q,9
3QPAh9VvYNTnqAFgBeBcng,2
A1UcdK-Eb4xsqXequ4zNUA,2
45Ut-AN8h3c88-pYTrGBnA,5
gsy3nze2K5cSH9H6rOkTgQ,10
ESgGX4_yw6pnVVQA-oyHsg,3
kpmGHDhrCd2Ps7HCEO162w,2
kOmhn5Eo6AWzMVL6ALRq2Q,4
SC1ZjTyz-I0HAuvadzqnhQ,2
4PgNs7K7gGfGqXNHwAgyzQ,3
31QjRfXZY3hLDbv8LVvjYg,7
rSYyGcZZziJLsqKl5hMcDw,15
K06XzePUYtlT4Qm5ry-jBg,2
mJN7_sa4cyDm1rSDP6r60A,2
vWdBOZdE8KwxAxyE3LcJRw,8
cJZmRIGu3AyjJivezu7R0w,8
Cd6Dfli4JBpHGgh0LVslpQ,4
n_7EQxn0ciucIOJfpWVaTQ,4
c6aGzGCRM2Ok-iOVBAFwqQ,2
WjgaTiLOoLfGM4yHMQyv3g,3
6Hqs_ncxV_SJDKvY9ISTUA,4
PSaugoOSURmHquArw7C9XQ,4
1r9Be3uySySGhQ7ecGMfdg,2
oxISlLklo1F5nMiyqho6PA,26
AtmGgjJVIcWnaTcVDZN_hw,2
_Wwn6QqlZoKrcVXJ8seBtQ,4
ZM6bURQakQqEYBE9ZOlyug,4
AtUWv6p1Z90832W9DIDOWw,6
F2PecFeTI-I9FTWlQCjMGg,4
W7gSJz80DywKnPRIGjA2Bw,2
cZApZFSmi-6AyCamhsTmEA,20
AWN5UYfF-nto6XihHc2dIA,5
F5n57w6RaOCAB4bivNSs8A,10
SgrFU_8cgwhkly1sS5pZBw,2
iYuf9PMq3OGeKODnNL_O5Q,2
lHLf70yzkVjcRJxGwJtrlA,2
Bc3C4rM1TVZTJzKEN6REtQ,5
V2cQOeZwPBmjpln6_p1Ygw,10
gpYBhnTk4KzvvH83TsZiQg,4
yvBDnfgVQy_hCDGj3Hy00w,4
6vCticDRkhk4z-hwONMQTg,5
Bii6sQO2QNinBq9vdakNBg,23
f8ss-XDpkdwwbQf0-V6JCA,13
RXaIyx7TAAwoY4HG9IKi2w,2
IvZtINm0MaomeAu4YgIVpQ,2
yq8n50XCH6pgW7wayJxlOQ,2
_NiLHTix7qYc3CTcR4VBOQ,9
sV6up2rehuTegmfo3uYUtA,8
Hq4DgTjy4YCE11eQrZefRQ,3
OeE7CgEfECz0onTTF07xvw,2
dzAV7NCPW7PYWLYqgPE_GQ,6
bm9Yq2H5BsedV55ZCJdz-g,4
TVO-R_N5CGCNum4-TjrLDA,35
bj8eQQvQ4so-bLO64LC_gw,3
2tucChH-AHwYodE100lNfQ,7
Tozj3jTcnclmQKlNViY7SA,2
0Bn9pMb_qcBO5mZYa3QAEA,2
yZ-vvz96ekS2-zG_ZsyNLQ,6
uR7G8I4Cef9D9R340TN24Q,12
XrikSy0DQ_fhVCaRRBJI-g,17
ZCZkxo29UKOkKYcxgmwLSA,7
-1PG6k_iezwJmRZLB7f6og,3
Nz5eRRkTK1RGEjUlJojRQQ,4
-bxLBGgtchd-O6-2CdDThA,8
LeKuQhtH9wEA694eW9KE8Q,5
R-FCQ9R0emv37lMJt4hN9Q,2
ZdkonZFKPrGVeu-ZLQfE6A,5
qfOuGY0MMh068ZFDbG5Egw,2
r8RK0lIlCPTc0TaL1syzlg,3
bSs7HBHJEq-zC18wBLYu_w,10
36_FvBjdMXC949XVYDUb6A,3
KqgjbfbOX6SIQ3yTq1ninw,3
DdnCSqMK9QAHe6uYkJLXMg,8
KAO5zkzUVL1FvzuyFMd4gg,10
rHLjiwjgXOZ7xVUoT1wd9w,5
8zJYnVNKD7XUHaKFMMREBg,14
agH--1cTHcj-rduHmnAJgQ,14
TMKTimDnvmKb5Vdf1bhZnw,2
lh3QYUmMsx1gSnH2dYwJSg,4
Vn6fOha6UZ2HGyZoAcxPkw,2
7JFH17VaAsbyRsMrvKsRFQ,2
PQkJ5J8Qilol-JIhu-alhA,3
siN5JEv_AQj037pwcN32pg,4
qCNY42GtdQ9SNyB_zSf4jw,3
UVHHGDqvZZHRC9nO-kH9wg,2
m6ZcOrHJHYmIPhjgh8cycw,9
plYw0lBpAIBdwqH8FY1H_A,5
UqzXfs_GSZ7ya_7cXcrJOQ,4
I8mJJrbXmuYSDA0-hoy02g,3
yZypDeLXgqA781nsjEfyKw,2
dV8SCuZ-JMPQx4RKDdPotg,3
GxrXK0uEBQ7C7dhCtvpTpA,2
ge6Ee3aqCCSCiGTknqQ3Rg,2
f5we3ga5t9QwpuM4KHGACg,3
1_qR_k-LKvVWVaesFRglRg,4
JFgLQNDdFLtbgG-i5gjDHQ,2
xorwIoWJXmA7zjPL2olsJw,2
eqGfNdxp6lM6DhO-C9F0GQ,2
mDqXuFhX-FvBh6_aNnvORg,2
D0WJ_kHeMRSzIokta86vjQ,5
pXGjRlMs6Nzn59GUeDKsxQ,8
X40VhB9EjukMLVBlOIqKBQ,5
iEipb1sh0CiHScEgpPNDow,2
3ixK3zXJ_GIgfKyY2WXhyA,2
bPwYP0AHdSbTs2JxBd-10w,10
sb8-TzsXOV7IsErbpHZo3g,9
f-CJLq_8JdzKnxW2u1Pf-Q,3
VunuxKegBjV417P5SXDxhg,2
z64NmuzWMMmJty6gE_3nWQ,2
E67apo23wGDomJsqQkyK-Q,6
yQ_Zuv5f7-LNZ7RcOvU49w,5
9UqcR1w5JMS7uuiI8d3gVQ,3
5uhG34VRsD0A6lOY8F41Dg,5
Hrc3ZSMRw2arQHaDUo61MA,4
7SsVhkUIiDxZSsXR8XiIEQ,2
iuRf6DVjkS3UkPwHjEb6Wg,3
1dRE3PDej7wUQ-MAl0DwTQ,3
e834AC8gtVRmRTkhpdSEUA,2
TnB88L2wYnBL6X9axvzg2Q,15
lh3ApskP-4XVdsQ-82792g,2
-2VYztMXVorktljCdQNPmQ,3
RhYXqQnb63QWeCcmN9j_Sg,3
_UOg5_pk9IhKee91eWrT4A,4
ImhksfH_GByuzCJScbZPzA,2
cM3C8AT3IhOIM4ccBofuSg,4
gFZCKS41Tb9pXxsmfVDj1Q,5
T_HJvjWYGBtZWmRPzNJeBw,7
IZZ7J14VnJGyUqYH1tgT6w,7
hTA0eCoMdAebXzm4jkx-0A,8
W9zl_pgV4aE7ct5zvvGcvA,3
688sqo63oc2y535vI2UbhQ,2
TcNZXteosegb1RO4O5hREw,20
ku8cAVBLaF_4rI-yK6gNnQ,26
o_aWBclWmKp8qvzpptQemw,5
f7FQ221xo0bipLJz_BGBLQ,2
_olR8aeQ_-ga860F8tvG0w,3
2E-q1P83sxxWLuTMR8MR-A,3
bXDc-Am_-hq5TzqWaJc3EQ,5
YxWiv24PHCseiVvGlqKFrQ,5
bcjCxkUn77_YAPg4mPH39g,5
F4UqaonEJJgQa6A1MeWhuA,3
FFaf8mspfggNqmKAdk6tQQ,4
Mgaxy0pJAlhAjdNivhu82A,16
0BoRHt9GuiXzmvNmrBVMOw,2
yu1jfaztXmvnIAuU-_ccxQ,6
xqZ1uuzDwylGrRX9LiR-ig,2
W7zbwJQOKfNEXH16ShqbIw,3
PjJurj0F0zU3pif3KsJ9jQ,2
VYZUkQCYycb07krnGiVPSw,6
a-Fl6PBagatwgYPYwxUpHg,6
U3grYFIeu6RgAAQgdriHww,25
6POxtHV_ZIpCJKBd3u_efA,2
cJ3g7ZlVP8y8el2JjY5LDg,4
m_P0oMu3PVz5pGBKjYGl_A,5
z-G-WVOJoY8QVNfATkMxGw,5
008FLyatMEsZzmmKALIgDg,12
ukIucSuUrteoRSUFPxtPNA,2
zobY3ws9R2pgbcP0gOImcg,7
Yp6sJSnO7VadURPMILezqQ,2
99xQJ7r2rQz28BwkLJFJYg,2
KbZJ1CEJTbWDvYuUIOFgww,3
CS4b7JszviP8P_vbgA9WIw,2
SrTVD1__pOZAmYil__Z3nw,2
DrTb_TuBuFEcwGVFMQg0OA,3
s5J4_ZJpBqsPYuq8ddZkOw,2
2OQlbtkHupTKoVcgGaNINA,5
EdW55E5NZdYODrcDUx8-bQ,3
SruGlT3aLDyqDN3uDR2CMw,7
T9kf1YuMNz6xrajRh7enyg,7
qb28j-FNX1_6xm7u372TZA,55
GDcNvFZPEAzOFk4x4EbGEw,6
4ihK-CfFXNVIxN_twd63ZQ,24
NTiPDvC99_yK0RY9ltnLgQ,15
flVqEN9wtnZDNAoZNKwVfA,2
AjxjKRNin477A7nKAZciGg,9
Kt7jsrE-KmcW30IS2aNpeA,6
4wkr_EofolUrOUsq9XQ-Cg,5
iKFv7w76PpmfqAmoQW4CsA,7
JdR1vhCkBiTNkh_kM6Wsjg,2
NAfOIcYJ3v-Psz8Msc-MLA,2
47Xuiwsv_YsJIm7Px_mNWQ,9
WdS2zyg6lJNeTLMIvkmWAQ,4
huta5nl96oXBxnFIQeMTTA,6
R-CCEthtE_xGHBC4Rgz1HQ,2
Ux4a4nH0Tq1CFvPr7rC05Q,8
fQknpOKcW_JtfE6oIoGkKg,2
n7Ou1IB04deoaBb2AZ9jPA,6
j1tSPWgrKnV4KeH5O0S6IA,6
lyek6DDpmba7SWw2STSKHw,2
FYpHZegG2iMum_axsJDKcA,4
R0JUjyjGEzUlY3auVhY_tg,3
jJ4zZY2cZj6VRY5pUL6lIg,4
QtST1igZAi0q9LxJr6srIQ,3
Hf61pVDTrcqo294HW8Ve9g,5
wCxiDaOI0LVWdqUEWoPv_A,3
XCY5mYQv-6Y-uOZEOgOhiQ,12
wLzrd4ulKXJN4s_CzZAlgQ,3
zPx61mhu_ZbXb5oS07Egwg,2
DMrrSTPijxlRFO_Rbi-1ew,6
q36uZc2hQml10YGHazJaoQ,18
jar_5KMQZtgOseRdUN3L0w,9
Q83JhbXmv7rtAtZs2QZ0sw,3
D_Q68UQW9YAARX7wQ6Fv6g,3
s4V0kpHHzUyEKmKBgKwSUw,5
v0VomZVrgFANxHBmUzGk-g,13
ynmM_8pxxBn-h0SCo8oKMg,2
YvW92KDIvztzpE9Im9zxmA,2
QCaidu0NAS_sseca_xe4hQ,7
vVec6TWZtQhMGkiaSWtV0Q,3
Pr6evSEG2vmtS8ny7K4nVA,11
JEpsrFGIH4ixJJ4q2yUb_A,3
N4IFNpTn7kKfK9akJkerwQ,13
DJDAGhpTPXqkkkIEE9c_2Q,7
zgdGeg4L13C2Rbm4UARtHw,11
4JWuSA8tyXHteRgh_hU_Cw,4
o23a4H1BIcigy6R1c6-ziA,3
gWiUCJEcv1lnZtMT_d2p5A,2
9NeR-LIQBXPkCw2K07lrvg,7
ceOLiBDHKrc4flMXoGnfqQ,3
S27cRb1jq0Q7QUYqEp7VGA,2
P5Fgii6o0pYjprY4vYEOJA,2
ImO3aF_axcKe5pwFf-jQeQ,3
VyuBVw93UsYjDkAXXL20eg,2
6UZfJmVt8O1kpYRjAUFU2Q,2
Y2lE2JWRk4VGq0zUAmigCQ,3
8ccGTg3TC-IB1VKnU2zSqg,2
zLTLhABWzGvl0xiRd47qoA,3
NhZ8lnDbq6cJYJJ0wwfv-g,8
QFzfm7Xe8i_7M6oS08c9YQ,5
p1i8V23visvXVioqO74XKg,4
nbxFr2d30dYRWXy1rc0agg,6
UHPzLbr-bwGcChiCKjUTGg,2
C9L8dvgAlgTZlEJnAryYtw,3
cFoUuE6thjn88cVCTqYBHw,10
01ikDdFTvc2-YXeyv-YXjg,3
9uRj85PviKNiMCYPwiJyIw,6
ocjotK9u5F3E4CVXD_iNPw,6
d77kG7PTMT0aUDXEz1AvcQ,4
nYPzsOjvida-ne7swSPHpA,41
wQ9qT09OlsoMXEtGHqX0vA,11
MjTUYbSHL0QtX41sKCjTlw,4
aoRv_tZfoGHjXkPqy94ryQ,3
1WI2mxWeyKqNcEevbvxYGQ,2
aIVk0IEUj7rPaAMeAmBSGg,5
Nypj-FbRKPRiKJUo3UvmsQ,2
9ugpNKKhnYRa51qXoxUw_A,13
be6q2TFhFqUQtR13n5cxEQ,2
axBd0qwqV-V0DCVVGpsNmQ,10
RAmtKHxjvejgx9Cs0tND3A,7
9hUAOvJlS49CJyRWsx22fA,3
ArZHhE6Pmo49bJsB_a4n4A,3
Hi4AgS-uR-lEOF4oZl546g,3
85YOTzRlah5hzasNmNl5uA,2
EcBKyEpi8h_rcXwH3HJ8BQ,3
Zqd_DHAtrdzRJ8u3zwrvEA,16
OfZEormH83AlC5sbWC10yA,2
6yIf8bkxnIQqa2qja3QdRA,4
AmI3LIUNwsi4023hOVGu3w,7
L-wv-QK9VoUZX6zUcJwSSw,7
nC6hTeBopxLfv9IO0hlDLw,2
FvvlLwlLrMXx7ScfKdx3MA,3
5arcOlmZx0_ZMUxMiPbZsQ,3
5IFUisW-TfvOT_QfzfW4NQ,2
zWilCoi_idXD7Xn0RMwZVA,2
ckbvLKwjEb836t-EDKsVVg,4
zy_g2wKTNIB7EQdG73_Xaw,2
240AcX5LUysqS3y7FGGwzw,4
JEGtNfNe43X8vyapxKWquA,2
nhVlnqc_LrI7Z23rrdO-TQ,3
54JG4umyJ-McjzO2o7yyQw,3
3NNRlx0GS0mzrTYCx8m8FQ,6
v6VojlJI0E70pAArNYmGpA,3
d73Cf2TYRPsweXCxeK7WQw,3
hm8M3W-Cp2kGKqm3M4iSAQ,2
haMWWGHqp7p37Ev-lXr-DQ,5
D0uoz1yQR10Knf_N_TCJ9g,2
4kjq3pjsyA8XdwYDJg8y0g,2
EYs_T4NU2BbaUF7vUDI55Q,12
_SWLKuVCLjl6mTae0Y_Phg,4
PVLQeXEwffkh6j0zuflo4g,3
C6KP0hSutumHzLDCFyjvJQ,15
gQYUyfiX0q0uTnueAyeqLA,7
0qNL3BdvIS_WLDk8fz3Blw,12
ohTz7lyihPtBgIpGbDkX1w,3
NnlXgLZ93KPj1wYSiqjyIg,9
IXQH9-nnTWZFgBF0V3MH-A,5
Ppy-UN5RptIog4AvNnAM-g,12
JPvu_C1q6XTE3Ej1f0PBCg,54
OJYSWCK-MYbLqsn5ildbNA,2
vtUQR1ec9QVHGkfujKNC-Q,2
yR6crwZdAi6TConwLrzhUA,4
e0CA8hTRjk0cVmxW0kYmIQ,3
W7bCZ-AVqO5Uyd9uhObVCg,10
mTnp8g8vFnuJso_NK7sR4A,3
Om9eoEcwPK1lp1-HEjBzeQ,8
9_b6-A_Fj3KCrctVyraAFA,8
RiC_-68qxtDJqiIs5mRR6g,7
Hmla5-rI6eLz4ARuJMHIjQ,3
h_Pu984hndy2gPc4yvQLng,4
cd-rz-piYMftZtbFU82x8g,12
gowa-c0fpgvosQnRWF9V3g,2
7REv2fN0pqJISIzGgAW3dg,4
6O-tfW_X05KbYfF3sDRPIQ,2
5HehleKDOZFEr8pcCG8ZBw,2
k7Vo9nadGJg0glGOGVCKzg,5
FdoqtMadj4ybDAL7S-yUBQ,6
eBf0XMSq9upN1WGYDXqjrQ,2
MLHZ9MOx1NlIqTOkeWKipA,3
zwGzwkVeYXE-tRisb8if7A,8
3DKGhJXrqhVOQGFNiSp9Vg,5
pm1bStJuol5XmxE_atZhCQ,5
Fj1jToh-ChfAOSR8x4wEnw,2
ucsocd7S9DotNNbH1D9S4Q,3
DfTWadGWN0egX7hl9YV1Yw,3
w9WWBUu9Ei07lONo3_-Bkg,2
465bLtUgHq0mgLCleSTLDQ,3
eTMJNDgD-uWvrLDcoED7JA,5
7mJN7GAoGv4yDwB8RO4VyQ,2
PAtdFQjNR0S3-E4fsPMB_g,6
yQK-MSBijno2iMfUZ2JjzQ,2
5NSK3k4iQ_PRrokKcYD8pQ,2
nCDRpgH0QDe69FvOe2jqzQ,5
1FO0pL-Lf7GkfF-d5Wuxdw,13
3fOFPhFMwtdtFBSB4om2vQ,3
xz81pPXEuon4-7yRg2ptDQ,2
AZJpX5slpbZUTU9INbwu0g,4
9e_rrzyTolsH1RUXHOvsMA,4
Hswiw3cVLOgszw-Yy3nMPw,2
KcTsFk7fAMkciPSakHNVcA,2
7evVLlKovx8DV4CfqJgXww,7
